line,movie,character,dialogue
1617,The Fellowship of the Ring,ARWEN,and to that I hold.  I would rather share one lifetime     with you than face all the ages of this world alone
1618,The Fellowship of the Ring,ARWEN,I choose a mortal life
1619,The Fellowship of the Ring,ARAGORN,You cannot give me this
1620,The Fellowship of the Ring,ARWEN,It is mine to give to whom I will.  Like my heart
1621,The Fellowship of the Ring,ELROND,"Strangers from distant lands, friends of old.  You have     been summoned here to answer the threat of Mordor.  Middle Earth stands     upon the brink of destruction.  None can escape it.  You will     unite or you will fall.  Each race is bound to this fate, this one     doom., Bring forth the Ring, Frodo"
1622,The Fellowship of the Ring,BOROMIR,So     it's true
1623,The Fellowship of the Ring,BOROMIR,"In a dream , I saw the Eastern sky grow dark ,In the West a pale light lingered A     voice was crying, your doom is near at hand , Isildur's bane is found    , Isildur's Bane"
1624,The Two Towers,ARAGORN,We are no spies.We track a party of Uruk-haiwestward across the plain.They have taken two of our friendscaptive.
1625,The Two Towers,EOMER,The Uruks are destroyed.We slaughtered them during the night.
1626,The Two Towers,GIMLI,But there were two Hobbits.Did you see two Hobbits with them?
1627,The Two Towers,ARAGORN,They would be small.Only children to your eyes.
1628,The Two Towers,EOMER,We left none alive.We piled the carcasses and burned them.
1629,The Two Towers,GIMLI,Dead?
1630,The Two Towers,EOMER,I am sorry.
1631,The Two Towers,EOMER,"Hasufel! Arod! ,May these horses bear you to betterfortune than their former masters.,Farewell."
1632,The Two Towers,EOMER,Look for your friends.But do not trust to hope.It has forsaken these lands. We ride north!
1633,The Two Towers,GIMLI,It's one of their wee belts.
1634,The Two Towers,LEGOLAS,Hiro hyn h'dh'     ab 'wanath...
1635,The Two Towers,ARAGORN,Aaaaagh!
1636,The Two Towers,GRIMA,I understand. His passing is hard to accept. Especially now     that your brother has deserted you.
1637,The Two Towers,EOWYN,"Leave me alone, snake!"
1638,The Two Towers,GRIMA,"Oh, but you are alone. Who knows what you've spoken to the     darkness ,......in     the bitter watches of the night......when all your life seems to shrink. The     walls of your bower closing in about you. A hutch to trammel some wild thing     in.    ,So fair. So cold. Like a morning of pale spring......still clinging     to winter's chill."
1639,The Two Towers,EOWYN,Your words are poison.
1640,The Two Towers,GIMLI,You'll find more cheer in a graveyard.
1641,The Two Towers,HAMA,"I cannot allow you before Theoden King so armed, Gandalf     Greyhame. By order of Grima Wormtongue."
1642,The Two Towers,HAMA,Your staff
1643,The Two Towers,GANDALF,"Hmmm ,You     would not part an old man from his walking stick."
1644,The Two Towers,GRIMA,"My lord, Gandalf the Grey is coming. He's a herald of woe."
1645,The Two Towers,GANDALF,The courtesy of your hall is somewhat lessened of late......Theoden     King.
1646,The Two Towers,GRIMA,He's     not welcome.
1647,The Two Towers,THEODEN,Why should I welcome you......Gandalf Stormcrow?
1648,The Two Towers,GRIMA,"A just question, my liege. ,Late is the hour......in which this     conjurer chooses to appear., Lathspell I name him.Ill news is an ill guest."
1649,The Two Towers,GANDALF,Be silent. Keep your forked tongue behind your teeth. I have     not passed through fire and death......to bandy crooked words with a witless     worm.
1650,The Two Towers,GRIMA,His staff. I     told you to take the wizard's staff.
1651,The Two Towers,THEODEN,"Grima.Grima.,Grima."
1652,The Two Towers,EOMER,Orcs are roaming freelyacross our lands.Unchecked. Unchallenged.Killing at will.Orcs bearing the White Hand of Saruman
1653,The Two Towers,GRIMA,Why do you lay these troubleson an already troubled mind?Can you not see?Your uncle is weariedby your malcontent......your warmongering.
1654,The Two Towers,EOMER,"Warmongering?,How long is it sinceSaruman bought you?What was the promised price, Grima?When all the Men are deadyou will take your share of the treasure?"
1655,The Two Towers,EOMER,Too long have you watched my sister.Too long have you haunted her steps.
1656,The Two Towers,GRIMA,"You see much, Eomer, son of Eomund."
1657,The Two Towers,GRIMA,Too much.You are banished forthwithfrom the kingdom of Rohan......and all its domainsunder pain of death.
1658,The Two Towers,EOMER,You have no authority here.Your orders mean nothing.
1659,The Two Towers,GRIMA,This order does not come from me.It comes from the king.He signed it this morning.
1660,The Two Towers,GOLLUM,"Dead?No, you cannot kill them. No."
1661,The Two Towers,GOLLUM,Wraiths!Wraiths on wings!They are calling for it.They are calling for the precious.
1662,The Two Towers,SAM,Mr. Frodo! It's all right.I'm here.
1663,The Two Towers,GOLLUM,"Hurry, Hobbits.The Black Gate is very close."
1664,The Two Towers,GIMLI,Orc blood.
1665,The Two Towers,ARAGORN,These are strange tracks.
1666,The Two Towers,GIMLI,The air is so close in here.
1667,The Two Towers,LEGOLAS,This forest is old.Very old.Full of memory......and anger.
1668,The Two Towers,LEGOLAS,The trees are speaking to each other.
1669,The Two Towers,ARAGORN,Gimli!Lower your axe.
1670,The Two Towers,GIMLI,oh!
1671,The Two Towers,LEGOLAS,"They have feelings, my friend.The Elves began it.Waking up the treesteaching them to speak."
1672,The Two Towers,GIMLI,Talking trees.What do trees have to talk about?Except the consistencyof squirrel droppings.
1673,The Two Towers,LEGOLAS,"Aragorn, nad no ennas"
1674,The Return of the King,GANDALF,"This will be the end of Gondor as we know it.    Here the hammer stroke     will fall hardest.  ,  If the river is taken, if the garrison at Osgiliath     falls, the last defence of this city will be gone."
1675,The Return of the King,PIPPIN,But we have the white wizard.  That's got to count for something.
1676,The Return of the King,PIPPIN,Gandalf?
1677,The Return of the King,GANDALF,"Sauron has yet to show his deadliest servant.     ,      The one who will lead Mordor's army in war.  , The one they say no living man can kill.    ,     The Witch King of Angmar. You've met him before.  ,      He stabbed Frodo on Weathertop. ,     He is the lord of the Nazg'l.  The greatest of the nine."
1678,The Return of the King,GOLLUM,The Dead City!  Very nasty place full of enemies.
1679,The Return of the King,GOLLUM,"Quick, quick!  They will see, they will see!"
1680,The Return of the King,GOLLUM,"Come away, come away.  Look we have found it.  The way into Mordor."
1681,The Return of the King,GOLLUM,The secret stair.  Climb.
1682,The Return of the King,SAM,No!  Mr Frodo
1683,The Return of the King,GOLLUM,Not that way!
1684,The Return of the King,GOLLUM,Whats it doing?
1685,The Return of the King,SAM,No!
1686,The Return of the King,FRODO,They're calling me.
1687,The Fellowship of the Ring,FRODO,"Put it out you fools! , Put it out!"
1688,The Fellowship of the Ring,PIPPIN,Well that's nice! That's nice!  Ash on my tomatoes!
1689,The Fellowship of the Ring,FRODO,Go!
1690,The Fellowship of the Ring,SAM,Backl you Devils!
1691,The Fellowship of the Ring,SAM,Frodo!
1692,The Fellowship of the Ring,FRODO,Oh Sam!
1693,The Fellowship of the Ring,SAM,Strider!     Help him Strider!
1694,The Fellowship of the Ring,STRIDER,"He's been stabbed by a Morgul blade.    , This is beyond my skill to heal.  He needs     elvish medicine"
1695,The Fellowship of the Ring,STRIDER,Hurry!
1696,The Fellowship of the Ring,SAM,It's six days from Rivendell! He'll never make it!
1697,The Fellowship of the Ring,STRIDER,Frodo Frodo
1698,The Fellowship of the Ring,FRODO VOICE,GANDALF!
1699,The Fellowship of the Ring,SAM,Athelas ?
1700,The Fellowship of the Ring,STRIDER,Kingsfoil
1701,The Fellowship of the Ring,SAM,"Kingsfoil, aye, its a weed!"
1702,The Fellowship of the Ring,STRIDER,It may help to slow the poison.  Hurry!
1703,The Fellowship of the Ring,ARWEN,What's this ? a Ranger caught off his guard ?
1704,The Fellowship of the Ring,ARWEN,Frodo Im Arwen. Telin le thaed. Lasto beth nin. Tolo dan na galad
1705,The Fellowship of the Ring,MERRY,Who is she?
1706,The Fellowship of the Ring,ARWEN,Frodo
1707,The Fellowship of the Ring,SAM,She's an elf!
1708,The Fellowship of the Ring,ARWEN,He's fading
1709,The Fellowship of the Ring,ARWEN,He's not going to last.  We must get him to my father.
1710,The Fellowship of the Ring,ARWEN,"I've been looking for you for two days. , There are five wraiths behind you,     where the other four are I do not know"
1711,The Fellowship of the Ring,STRIDER,Dartho     guin perian. Rych le ad tolthathon.
1712,The Fellowship of the Ring,ARWEN,Hon mabathon. Rochon ellint im.
1713,The Fellowship of the Ring,STRIDER,Andelu i ven.
1714,The Fellowship of the Ring,GALADRIEL VOICE OVER,I amar prestar aen     Han mathon ne nen     Han mathon ne chae     A han noston ned gwilith     Much that once was is lost. For none now live who remember it.
1715,The Fellowship of the Ring,GALADRIEL VOICE OVER,It began with the forging of the Great Rings.
1716,The Fellowship of the Ring,GALADRIEL VOICE OVER,"Three were given to the elves. ,Immortal, wisest and fairest of all beings.    , Seven to the     dwarf lords, great miners and craftsmen of the mountain halls.    ,And nine, nine rings were     gifted to the race of men. , Who above all else, desire power."
1717,The Return of the King,THEODEN,Tonight we remember those who gave their blood to defend this country.
1718,The Return of the King,THEODEN,Hail the victorious dead
1719,The Return of the King,PEOPLE,Hail!
1720,The Return of the King,EOMER,"No pauses, , no spills."
1721,The Fellowship of the Ring,FRODO,Better than it was
1722,The Fellowship of the Ring,GANDALF,"and the Ring ? , You feel its power growing don't you. I've felt it     too.  You must be careful now.  Evil will be drawn to you from     outside the Fellowship and I fear from within."
1723,The Fellowship of the Ring,FRODO,Who then do I trust ?
1724,The Fellowship of the Ring,GANDALF,You must trust to yourself. Trust your own strength.
1725,The Fellowship of the Ring,FRODO,What do you mean ?
1726,The Fellowship of the Ring,GANDALF,There are many powers in this world for good or for evil.      Some are greater than I am and against some I have not yet been tested
1727,The Fellowship of the Ring,GIMLI,Ah!      The walls of Moria!
1728,The Fellowship of the Ring,GIMLI,Dwarf doors are invisible when closed
1729,The Fellowship of the Ring,GANDALF,"Yes Gimli! Their own masters cannot find them, if their     secrets are forgotten!"
1730,The Fellowship of the Ring,LEGOLAS,Why doesn't that surprise me!
1731,The Fellowship of the Ring,GIMLI,Ach!
1732,The Fellowship of the Ring,GANDALF,"It reads ""The Doors of Durin, Lord of Moria, Speak Friend     and Enter"""
1733,The Fellowship of the Ring,MERRY,What do you suppose that means ?
1734,The Fellowship of the Ring,GANDALF,"Oh it's quite simple.  If you are a friend, you speak     the password and the doors will open ,     Annon Edhellen, edro hi ammen! ("
1735,The Fellowship of the Ring,GANDALF,"Fennas Nogothrim, lasto beth lammen."
1736,The Two Towers,FRODO,There's no promise you can makethat I can trust.
1737,The Two Towers,GOLLUM,We swears......to serve the master ...........of the precious. We will swear on.....on the preciousGollum. Gollum.
1738,The Two Towers,FRODO,The Ring is treacherous.It will hold you to your word.
1739,The Two Towers,GOLLUM,Yes......on the precious.....On the precious.
1740,The Two Towers,SAM,I don't believe you!
1741,The Two Towers,SAM,"Get down! I said, down!"
1742,The Two Towers,FRODO,Sam!
1743,The Two Towers,SAM,"He's trying to trick us.If we let him go, he'll throttle usin our sleep."
1744,The Two Towers,FRODO,You know the way to Mordor?
1745,The Two Towers,GOLLUM,Yes.
1746,The Two Towers,FRODO,You've been there before?
1747,The Two Towers,GOLLUM,Yes.
1748,The Two Towers,FRODO,You will lead us to the Black Gate.
1749,The Two Towers,SMEAGOL,"To the Gate, to the Gate!To the Gate, the master says. Yes!"
1750,The Two Towers,GOLLUM,No! We won't go back.Not there. Not to him.They can't make us. Gollum! Gollum!
1751,The Two Towers,SMEAGOL,But we swore to serve the masterof the precious.
1752,The Fellowship of the Ring,SAM,Don't you lose him Samwise Gamgee and I don't mean to.
1753,The Fellowship of the Ring,FRODO,Sam! We're still in The Shire.  What could possibly     happen!
1754,The Fellowship of the Ring,PIPPIN,Frodo!      Merry! Its Frodo Baggins!
1755,The Fellowship of the Ring,MERRY,Hello Frodo!
1756,The Fellowship of the Ring,SAM,"Get off him! ,     Frodo, are you alright?"
1757,The Fellowship of the Ring,FRODO,What's the meaning of this ?
1758,The Fellowship of the Ring,MERRY,Hold these
1759,The Fellowship of the Ring,SAM,You've been into Farmer Maggot's crop!
1760,The Fellowship of the Ring,MERRY,and these
1761,The Fellowship of the Ring,FARMER MAGGOT,"Hoi! You get back here! Wait till I get this through you!     , Get out of my fields! You'll know the devil if I catch     up with you!"
1762,The Fellowship of the Ring,MERRY,Dunno why he's so upset!  Its only a couple of carrots
1763,The Fellowship of the Ring,PIPPIN,and some cabbages and those few     bags of potatoes that we lifted last week.  And the mushrooms the week     before.
1764,The Fellowship of the Ring,PIPPIN,You've got my arm... argh!... you've got my arm
1765,The Fellowship of the Ring,SAM,What is that ?
1766,The Fellowship of the Ring,GIMLI,"Nothing, its just a whisp of cloud"
1767,The Fellowship of the Ring,BOROMIR,Its moving fast.... against the wind
1768,The Fellowship of the Ring,LEGOLAS,Crebain! From Dudland!
1769,The Fellowship of the Ring,ARAGORN,Hide!
1770,The Fellowship of the Ring,BOROMIR,Hurry!
1771,The Fellowship of the Ring,ARAGORN,Frodo! Take     cover!
1772,The Fellowship of the Ring,GANDALF,"Spies of Saruman.  The passage south is being watched    ,  We must take the     Pass of Caradhras"
1773,The Fellowship of the Ring,ARAGORN,Frodo!
1774,The Fellowship of the Ring,ARAGORN,Boromir
1775,The Fellowship of the Ring,BOROMIR,"It is a strange fate that we should suffer so much fear and     doubt over so small a thing ,such a little thing"
1776,The Fellowship of the Ring,ARAGORN,"Boromir!    ,     Give the Ring to Frodo"
